"accession","length","submission_date","host","country_original","collection_date","Month","year","SeqLength","Codons","BadCodons","CodonPairs","Stops","CpC","Y.Bias","X.Bias","ApG","GpA","GTG.Bias","ACT.Bias","T.Bias","brApG","brCpU","F.Bias","V.Bias","CCA.Bias","ATT.Bias","CTT.Bias","S.Bias","brGpC","GpC","N.Bias","W.Bias","brGpA","NonBrGpC","ApA","NonBrCpA","CTA.Bias","CTG.Bias","NonBrGpG","G.Bias","GCA.Bias","AGC.Bias","NonBrCpG","ATA.Bias","CpG","C.Bias","NonBrUpC","K.Bias","GGA.Bias","brApU","P.Bias","E.Bias","Q.Bias","M.Bias","NonBrUpU","CGA.Bias","NonBrUpA","AGT.Bias","UpC","ApU","brGpU","L.Bias"
"KP759650",18738,"07/08/2015","Homo sapiens","Sierra Leone: western rural","25/10/2014",10,2014,16506,5502,0,5493,0,1.043728644,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75428919,0.898556887,0.046710287,0.013631407,0.923801239,0.943347629,1.020340123,1.292157948,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554688406,0.217391304,0.604071857,0.01653944,0.991506219,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.068114651,0.970103056,0.575912692,0.10087241
"KP759651",18738,"07/08/2015","Homo sapiens","Sierra Leone: Port Loko","28/09/2014",9,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.020187082,1.113604031,0.203278689,0.264423077,0.07560887,1.140361466,0.79689813,0.04525627,0.055434387,0.390728477,0.462732919,0.2,0.075972374,0.753138043,0.900805977,0.046528535,0.013631407,0.915860774,0.947402402,1.020572924,1.29395475,0.144144144,0.171171171,1.062684834,0.056888404,0.361764706,0.126794258,0.553750112,0.217391304,0.601793673,0.01653944,0.99285471,0.051799346,0.383386581,0.815674683,0.054889131,0.053980371,0.050163577,0.01653944,1.32001924,0.179930796,0.575887049,0.236842105,1.067861484,0.97199937,0.575033771,0.10087241
"KP759652",18739,"07/08/2015","Homo sapiens","Sierra Leone: western rural","01/10/2014",10,2014,16506,5502,0,5493,0,1.046698339,0.029625591,0.001635769,1.020582498,1.11773677,0.203947368,0.263157895,0.075972374,1.143357335,0.79689813,0.04525627,0.055252635,0.390728477,0.464396285,0.2,0.075972374,0.754577527,0.897794132,0.046710287,0.013631407,0.923873561,0.941981061,1.019935427,1.290924975,0.144144144,0.171171171,1.062940247,0.056706652,0.356083086,0.126794258,0.554994853,0.219814241,0.60188723,0.01653944,0.991538759,0.051981098,0.384615385,0.814435432,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.574973306,0.236842105,1.067093177,0.970457126,0.576132842,0.10087241
"KP759653",18736,"07/08/2015","Homo sapiens","Sierra Leone: western urban","27/10/2014",10,2014,16506,5502,0,5493,0,1.047972822,0.029625591,0.001635769,1.019485864,1.118474056,0.203947368,0.260143198,0.076154126,1.143267831,0.796859182,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.753972661,0.896803086,0.046710287,0.013631407,0.923801239,0.940941238,1.020094904,1.290740491,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.556267866,0.217391304,0.603738403,0.01653944,0.991473808,0.051981098,0.383386581,0.814985163,0.054889131,0.054162123,0.049981825,0.01653944,1.322663908,0.183391003,0.574309343,0.237410072,1.065966819,0.970525628,0.576126309,0.10087241
"KP759654",18738,"07/08/2015","Homo sapiens","Sierra Leone: western urban","27/10/2014",10,2014,16506,5502,0,5493,0,1.047336001,0.029625591,0.001635769,1.018646276,1.117642781,0.203947368,0.261904762,0.076335878,1.143357335,0.793477966,0.045074518,0.055252635,0.390728477,0.465838509,0.20323741,0.075790622,0.754577527,0.896039921,0.046710287,0.013631407,0.926425698,0.939574239,1.020340123,1.292157948,0.143884892,0.170863309,1.068263799,0.057070156,0.354166667,0.12470024,0.554688406,0.217391304,0.602813374,0.01653944,0.989922343,0.051981098,0.382165605,0.814435432,0.054889131,0.053980371,0.050163577,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.066001665,0.970103056,0.576132842,0.101054162
"KP759655",18828,"07/08/2015","Homo sapiens","Sierra Leone: Kambia","26/10/2014",10,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.018646276,1.117642781,0.203947368,0.261904762,0.076335878,1.140715894,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75428919,0.896039921,0.046710287,0.013631407,0.923801239,0.939574239,1.020990021,1.290832657,0.144144144,0.171171171,1.06431458,0.056888404,0.354166667,0.12470024,0.556575101,0.217391304,0.604071857,0.01653944,0.991506219,0.051981098,0.383386581,0.812206741,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.067058158,0.969326352,0.579025734,0.10087241
"KP759656",18736,"07/08/2015","Homo sapiens","Sierra Leone: Port Loko","29/10/2014",10,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.020239992,1.115511723,0.203947368,0.262650602,0.075427117,1.143000996,0.79689813,0.04525627,0.055252635,0.390728477,0.462732919,0.2,0.075972374,0.7534255,0.901568511,0.046710287,0.013631407,0.918482943,0.948204379,1.021555657,1.292927395,0.144144144,0.171171171,1.060542187,0.056706652,0.360703812,0.126794258,0.554218862,0.217391304,0.602303092,0.01653944,0.993090095,0.051981098,0.384615385,0.815426531,0.054889131,0.054162123,0.050163577,0.01653944,1.320645213,0.180555556,0.574401123,0.236842105,1.068114651,0.971457894,0.57525325,0.10087241
"KP759657",18733,"07/08/2015","Homo sapiens","Sierra Leone: Port Loko","27/10/2014",10,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.01940038,1.112829997,0.203947368,0.264423077,0.07560887,1.143000996,0.79689813,0.04525627,0.055252635,0.390728477,0.462732919,0.2,0.075790622,0.75694618,0.901822975,0.046710287,0.013631407,0.91338026,0.946586376,1.022451066,1.29267081,0.144144144,0.171171171,1.063113322,0.056888404,0.361764706,0.12470024,0.554375288,0.217391304,0.60247309,0.01653944,0.993090095,0.05216285,0.383386581,0.815426531,0.054889131,0.054162123,0.050163577,0.01653944,1.320645213,0.181184669,0.575452015,0.237410072,1.068114651,0.971265106,0.57525325,0.10087241
"KP759658",18736,"07/08/2015","Homo sapiens","Sierra Leone: Port Loko","29/10/2014",10,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.01940038,1.112829997,0.203947368,0.264423077,0.07560887,1.143000996,0.79689813,0.04525627,0.055252635,0.390728477,0.462732919,0.2,0.075790622,0.75694618,0.901822975,0.046710287,0.013631407,0.91338026,0.946586376,1.022451066,1.29267081,0.144144144,0.171171171,1.063113322,0.056888404,0.361764706,0.12470024,0.554375288,0.217391304,0.60247309,0.01653944,0.993090095,0.05216285,0.383386581,0.815426531,0.054889131,0.054162123,0.050163577,0.01653944,1.320645213,0.181184669,0.575452015,0.237410072,1.068114651,0.971265106,0.57525325,0.10087241
"KP759659",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","28/10/2014",10,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.01873194,1.11773677,0.203947368,0.261904762,0.076335878,1.140805198,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754577527,0.89629304,0.046710287,0.013631407,0.923873561,0.939839655,1.020585067,1.291901669,0.144144144,0.171171171,1.064915972,0.056888404,0.354166667,0.12470024,0.554845098,0.217391304,0.60298366,0.01653944,0.991506219,0.051981098,0.383386581,0.814435432,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.57394543,0.237410072,1.067058158,0.969910652,0.576132842,0.10087241
"KP759660",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","31/10/2014",10,2014,16506,5502,0,5493,0,1.048538453,0.029625591,0.001635769,1.019485864,1.118474056,0.203947368,0.260143198,0.076154126,1.143267831,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75428919,0.897045073,0.046710287,0.013631407,0.923801239,0.941195135,1.020094904,1.291088775,0.142342342,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.556417966,0.217391304,0.603901311,0.01653944,0.991506219,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.049981825,0.01653944,1.323428448,0.183391003,0.574173186,0.237410072,1.064945172,0.970295537,0.575912692,0.10087241
"KP759661",18881,"07/08/2015","Homo sapiens","Sierra Leone: western area","31/10/2014",10,2014,16506,5502,0,5493,0,1.043652334,0.029625591,0.001635769,1.02116496,1.118286628,0.206557377,0.262529833,0.076154126,1.145552338,0.796976783,0.04525627,0.055434387,0.390728477,0.470404984,0.2,0.075790622,0.754058631,0.898281029,0.046710287,0.013631407,0.926136968,0.94305802,1.01960364,1.293625519,0.144144144,0.171171171,1.062513455,0.056888404,0.356083086,0.12470024,0.554518116,0.218068536,0.601370213,0.01653944,0.989987448,0.051981098,0.383386581,0.812345624,0.054889131,0.054162123,0.050163577,0.01653944,1.322174311,0.180555556,0.572964334,0.237410072,1.067128336,0.968667093,0.577934151,0.10087241
"KP759662",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","30/10/2014",10,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.02116496,1.118286628,0.206557377,0.262529833,0.076154126,1.148103679,0.79693733,0.04525627,0.055434387,0.390728477,0.46728972,0.2,0.075790622,0.753741933,0.896780821,0.046528535,0.013631407,0.923585626,0.940917877,1.01960364,1.293276363,0.144144144,0.171171171,1.062513455,0.056888404,0.356083086,0.12470024,0.554368448,0.218068536,0.602465656,0.01653944,0.991538759,0.051981098,0.383386581,0.812646716,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.573100139,0.237410072,1.068149705,0.96889669,0.57814836,0.10087241
"KP759663",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","29/09/2014",9,2014,16506,5502,0,5493,0,1.044856085,0.029625591,0.001635769,1.020410987,1.117548933,0.206557377,0.261904762,0.076335878,1.145730345,0.796976783,0.04525627,0.055434387,0.390728477,0.470404984,0.2,0.075790622,0.754634688,0.896270631,0.046710287,0.013631407,0.923729142,0.939816159,1.020094904,1.293112176,0.144144144,0.171171171,1.063713697,0.056888404,0.357142857,0.12470024,0.554831226,0.218068536,0.600450971,0.01653944,0.989987448,0.051981098,0.383386581,0.811851647,0.054889131,0.054162123,0.050163577,0.01653944,1.322174311,0.180555556,0.572736967,0.237410072,1.067128336,0.968282702,0.57837566,0.10087241
"KP759664",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","30/10/2014",10,2014,16506,5502,0,5493,0,1.046698339,0.029625591,0.001635769,1.019657219,1.118662049,0.203947368,0.261904762,0.076335878,1.140894782,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.755183122,0.896534954,0.046710287,0.013631407,0.921393772,0.940093323,1.019935427,1.29225036,0.144144144,0.171171171,1.062940247,0.056888404,0.354166667,0.12470024,0.554994853,0.217391304,0.603146409,0.01653944,0.991538759,0.051799346,0.383386581,0.813886259,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.183391003,0.573809392,0.237410072,1.067093177,0.970457126,0.576139538,0.10087241
"KP759665",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","31/10/2014",10,2014,16506,5502,0,5493,0,1.045569215,0.029625591,0.001635769,1.01873194,1.11773677,0.203947368,0.261904762,0.076335878,1.140805198,0.796859182,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754260877,0.896051256,0.046710287,0.013631407,0.923873561,0.939586124,1.020585067,1.291553165,0.145945946,0.171171171,1.064915972,0.056888404,0.354166667,0.12470024,0.554695423,0.217391304,0.602820999,0.01653944,0.991473808,0.051981098,0.383386581,0.812261117,0.054889131,0.054162123,0.050163577,0.01653944,1.321271631,0.180555556,0.574081533,0.237410072,1.067023278,0.969363918,0.576346541,0.10087241
"KP759666",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","02/10/2014",10,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.021133505,1.118252181,0.203947368,0.263157895,0.075972374,1.145471601,0.797154862,0.04525627,0.055252635,0.390728477,0.46130031,0.2,0.075790622,0.753972661,0.897045073,0.046710287,0.013631407,0.923520533,0.941195135,1.019040326,1.290832657,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.554531803,0.222910217,0.602643184,0.01653944,0.99174134,0.051799346,0.383386581,0.815039837,0.054889131,0.054162123,0.050163577,0.01653944,1.321271631,0.179930796,0.576524809,0.237410072,1.067311195,0.970333102,0.576340085,0.10087241
"KP759667",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","30/10/2014",10,2014,16506,5502,0,5493,0,1.048538453,0.029625591,0.001635769,1.020037523,1.118064701,0.203947368,0.260143198,0.076154126,1.142742113,0.797193715,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.07560887,0.757235201,0.899053675,0.046710287,0.013631407,0.923376439,0.942549085,1.01984941,1.291344994,0.142342342,0.171171171,1.062513455,0.056888404,0.355029586,0.125,0.55610396,0.217391304,0.603560509,0.01653944,0.990157089,0.051981098,0.383386581,0.815232954,0.054889131,0.054162123,0.049981825,0.01653944,1.324056186,0.183391003,0.574423316,0.237980769,1.064140964,0.970718231,0.57568635,0.10087241
"KP759668",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","28/09/2014",9,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.01873194,1.11773677,0.203947368,0.261904762,0.076335878,1.140805198,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754577527,0.89629304,0.046710287,0.013631407,0.923873561,0.939839655,1.020585067,1.291901669,0.144144144,0.171171171,1.064915972,0.056888404,0.354166667,0.12470024,0.554845098,0.217391304,0.60298366,0.01653944,0.991506219,0.051981098,0.383386581,0.814435432,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.57394543,0.237410072,1.067058158,0.969910652,0.576132842,0.10087241
"KP759669",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","29/10/2014",10,2014,16506,5502,0,5493,0,1.044216089,0.029625591,0.001635769,1.020325425,1.117455226,0.206557377,0.262529833,0.076154126,1.145641201,0.797016487,0.04525627,0.055434387,0.390728477,0.470404984,0.2,0.075790622,0.754663635,0.897518424,0.046710287,0.013631407,0.923657272,0.941691783,1.020499824,1.293718073,0.144144144,0.171171171,1.063113322,0.056888404,0.356083086,0.12470024,0.554824417,0.218068536,0.601702394,0.01653944,0.988436161,0.051981098,0.383386581,0.811797783,0.054889131,0.054162123,0.050163577,0.01653944,1.322937551,0.180555556,0.572714913,0.237410072,1.067163633,0.968245417,0.57794069,0.10087241
"KP759670",18881,"07/08/2015","Homo sapiens","Sierra Leone: Bombali","02/10/2014",10,2014,16506,5502,0,5493,0,1.046698339,0.029625591,0.001635769,1.017806661,1.11773677,0.203947368,0.261904762,0.076335878,1.138253062,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754894443,0.896534954,0.046710287,0.013631407,0.921321424,0.940093323,1.021234707,1.290924975,0.144144144,0.171171171,1.062940247,0.056888404,0.354166667,0.12470024,0.556882591,0.217391304,0.604405587,0.01653944,0.991538759,0.051981098,0.383386581,0.814133566,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.184027778,0.573809392,0.237410072,1.067093177,0.970457126,0.575919301,0.10087241
"KP759671",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","29/10/2014",10,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.021133505,1.118252181,0.203947368,0.263157895,0.075972374,1.145471601,0.797154862,0.04525627,0.055252635,0.390728477,0.46130031,0.2,0.075790622,0.753972661,0.897045073,0.046710287,0.013631407,0.923520533,0.941195135,1.019040326,1.290832657,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.554531803,0.222910217,0.602643184,0.01653944,0.99174134,0.051799346,0.383386581,0.815039837,0.054889131,0.054162123,0.050163577,0.01653944,1.321271631,0.179930796,0.576524809,0.237410072,1.067311195,0.970333102,0.576340085,0.10087241
"KP759672",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","01/11/2014",11,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.018475334,1.117455226,0.209836066,0.262529833,0.076154126,1.143000996,0.79689813,0.04525627,0.055434387,0.390728477,0.465838509,0.2,0.07560887,0.75694618,0.898049658,0.046892039,0.013631407,0.923585626,0.940929486,1.021150238,1.291344994,0.144144144,0.171171171,1.063113322,0.056888404,0.356083086,0.125,0.556260918,0.217391304,0.603730862,0.01653944,0.991506219,0.051981098,0.383386581,0.815426531,0.054889131,0.054162123,0.050163577,0.016357688,1.322036831,0.180555556,0.57312225,0.235576923,1.067058158,0.970488094,0.57525325,0.10087241
"KP759673",18881,"07/08/2015","Homo sapiens","Sierra Leone: western area","02/11/2014",11,2014,16506,5502,0,5493,0,1.046698339,0.029625591,0.001635769,1.020325425,1.118380271,0.203947368,0.262529833,0.076154126,1.143089662,0.79693733,0.04525627,0.055252635,0.387417219,0.465838509,0.2,0.075790622,0.757553234,0.897033934,0.046710287,0.013631407,0.926208811,0.939297309,1.01984941,1.291693535,0.144144144,0.171171171,1.063113322,0.056888404,0.356083086,0.12470024,0.556411056,0.217391304,0.603893813,0.01653944,0.991538759,0.051981098,0.383386581,0.814876389,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.574151013,0.237410072,1.067093177,0.970258066,0.5752596,0.10087241
"KP759674",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","31/10/2014",10,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.021133505,1.118252181,0.203947368,0.263157895,0.075972374,1.145471601,0.797154862,0.04525627,0.055252635,0.390728477,0.46130031,0.2,0.075790622,0.753972661,0.897045073,0.046710287,0.013631407,0.923520533,0.941195135,1.019040326,1.290832657,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.554531803,0.222910217,0.602643184,0.01653944,0.99174134,0.051799346,0.383386581,0.815039837,0.054889131,0.054162123,0.050163577,0.01653944,1.321271631,0.179930796,0.576524809,0.237410072,1.067311195,0.970333102,0.576340085,0.10087241
"KP759675",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","31/10/2014",10,2014,16506,5502,0,5493,0,1.046771019,0.029625591,0.001635769,1.021336111,1.118474056,0.203947368,0.263157895,0.075972374,1.145471601,0.797154862,0.04525627,0.055252635,0.389438944,0.46130031,0.2,0.075790622,0.753972661,0.896803086,0.046710287,0.013631407,0.923520533,0.940941238,1.019444748,1.289415295,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.554382212,0.222910217,0.602480615,0.01653944,0.991473808,0.051799346,0.383386581,0.815039837,0.055070883,0.054162123,0.050163577,0.01653944,1.321271631,0.179930796,0.576639198,0.237410072,1.067023278,0.969748586,0.576340085,0.10087241
"KP759676",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","30/10/2014",10,2014,16506,5502,0,5493,0,1.046278673,0.029625591,0.001635769,1.019485864,1.117548933,0.205298013,0.263157895,0.075972374,1.143178607,0.796782041,0.045074518,0.054889131,0.387417219,0.46130031,0.199640288,0.075790622,0.756571582,0.899848222,0.046710287,0.013631407,0.923729142,0.943948627,1.02074506,1.288372642,0.143884892,0.170863309,1.063713697,0.056888404,0.353982301,0.12470024,0.555818054,0.222910217,0.603250205,0.01653944,0.992961019,0.051981098,0.383386581,0.815838176,0.054889131,0.054162123,0.050163577,0.01653944,1.318970778,0.180555556,0.575883958,0.237410072,1.067975825,0.971994153,0.576333793,0.101054162
"KP759677",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","31/10/2014",10,2014,16506,5502,0,5493,0,1.046698339,0.029625591,0.001635769,1.01940038,1.117455226,0.203947368,0.263157895,0.075972374,1.143089662,0.79689813,0.04525627,0.055252635,0.387417219,0.462732919,0.2,0.075790622,0.757235201,0.898292046,0.046710287,0.013631407,0.923657272,0.941183448,1.021150238,1.290367361,0.144144144,0.171171171,1.063113322,0.056888404,0.356083086,0.12470024,0.556411056,0.220496894,0.603893813,0.01653944,0.991538759,0.051981098,0.383386581,0.812700784,0.054889131,0.054162123,0.050163577,0.016721192,1.321410199,0.180555556,0.574151013,0.237410072,1.067093177,0.970258066,0.57858356,0.10087241
"KP759678",18881,"07/08/2015","Homo sapiens","Sierra Leone: Bombali","02/10/2014",10,2014,16506,5502,0,5493,0,1.045495238,0.029625591,0.001635769,1.019571477,1.117642781,0.203278689,0.262529833,0.076154126,1.143267831,0.79689813,0.04525627,0.055434387,0.390728477,0.465838509,0.2,0.075790622,0.75428919,0.896281767,0.046710287,0.013631407,0.923801239,0.939827835,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.357142857,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.993122687,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575912692,0.10087241
"KP759679",18881,"07/08/2015","Homo sapiens","Sierra Leone: Port Loko","02/11/2014",11,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.019657219,1.118662049,0.203947368,0.262529833,0.076154126,1.143357335,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754577527,0.897551878,0.046710287,0.013631407,0.923873561,0.941726884,1.019935427,1.291901669,0.144144144,0.171171171,1.062940247,0.056888404,0.356083086,0.12470024,0.554845098,0.217391304,0.60298366,0.01653944,0.991506219,0.051981098,0.383386581,0.81691092,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.57394543,0.237410072,1.067058158,0.970687201,0.573018611,0.10087241
"KP759680",18881,"07/08/2015","Homo sapiens","Sierra Leone: Port Loko","30/10/2014",10,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.019657219,1.118662049,0.203947368,0.262529833,0.076154126,1.143357335,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754577527,0.897551878,0.046710287,0.013631407,0.923873561,0.941726884,1.019935427,1.291901669,0.144144144,0.171171171,1.062940247,0.056888404,0.356083086,0.12470024,0.554845098,0.217391304,0.60298366,0.01653944,0.991506219,0.051981098,0.383386581,0.81691092,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.57394543,0.237410072,1.067058158,0.970687201,0.573018611,0.10087241
"KP759681",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","31/10/2014",10,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.01873194,1.11773677,0.203947368,0.261904762,0.076335878,1.140805198,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754577527,0.89629304,0.046710287,0.013631407,0.923873561,0.939839655,1.020585067,1.291901669,0.144144144,0.171171171,1.064915972,0.056888404,0.354166667,0.12470024,0.554845098,0.217391304,0.60298366,0.01653944,0.991506219,0.051981098,0.383386581,0.814435432,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.57394543,0.237410072,1.067058158,0.969910652,0.576132842,0.10087241
"KP759682",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","31/10/2014",10,2014,16506,5502,0,5493,0,1.044856085,0.029625591,0.001635769,1.02116496,1.117361659,0.206557377,0.262529833,0.076154126,1.145641201,0.796976783,0.04525627,0.055434387,0.390728477,0.470404984,0.2,0.075972374,0.75434655,0.897022932,0.046528535,0.013631407,0.923657272,0.941171904,1.020254313,1.293625519,0.144144144,0.171171171,1.062513455,0.056888404,0.356083086,0.124401914,0.554518116,0.218068536,0.601370213,0.01653944,0.989987448,0.051981098,0.383386581,0.81209856,0.054889131,0.054162123,0.050163577,0.01653944,1.322174311,0.180555556,0.572964334,0.23923445,1.067128336,0.967890295,0.578154821,0.10087241
"KP759683",18881,"07/08/2015","Homo sapiens","Sierra Leone: Bombali","02/10/2014",10,2014,16506,5502,0,5493,0,1.044856085,0.029625591,0.001635769,1.01940038,1.117455226,0.206557377,0.261904762,0.076335878,1.143089662,0.796976783,0.04525627,0.055434387,0.390728477,0.470404984,0.2,0.075790622,0.75434655,0.896017662,0.046710287,0.013631407,0.923657272,0.939550899,1.020499824,1.292042265,0.144144144,0.171171171,1.063113322,0.056888404,0.357142857,0.12470024,0.556561275,0.218068536,0.601539947,0.01653944,0.989987448,0.051981098,0.383386581,0.81209856,0.054889131,0.054162123,0.050163577,0.01653944,1.322174311,0.180555556,0.572850628,0.237410072,1.067128336,0.968474859,0.578154821,0.10087241
"KP759684",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","01/11/2014",11,2014,16506,5502,0,5493,0,1.045569215,0.029625591,0.001635769,1.016616184,1.115685339,0.203947368,0.262529833,0.076154126,1.141498908,0.796268478,0.04525627,0.055252635,0.390728477,0.46728972,0.199640288,0.075790622,0.750736293,0.898070832,0.046710287,0.013631407,0.924435357,0.944159698,1.022777885,1.291297057,0.143884892,0.170863309,1.064744133,0.056888404,0.356083086,0.12470024,0.555165902,0.214953271,0.604591864,0.01653944,0.991003804,0.052526354,0.383386581,0.817104705,0.054889131,0.054162123,0.050163577,0.01653944,1.322801157,0.18245614,0.573695609,0.237410072,1.06651746,0.969488478,0.575919301,0.101054162
"KP759685",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","01/11/2014",11,2014,16506,5502,0,5493,0,1.044367411,0.029443839,0.001635769,1.019369262,1.116496097,0.203947368,0.260143198,0.076154126,1.143010022,0.800576128,0.04525627,0.055252635,0.394039735,0.465838509,0.2,0.075790622,0.754260877,0.898314492,0.046892039,0.013631407,0.923592919,0.943093152,1.021234707,1.292877835,0.144144144,0.171171171,1.066289189,0.057070156,0.356083086,0.12470024,0.552652587,0.217391304,0.602650759,0.01653944,0.991708978,0.051981098,0.382165605,0.814792255,0.054889131,0.054162123,0.050163577,0.01653944,1.323291432,0.180555556,0.573052959,0.237410072,1.068333076,0.969593843,0.573443856,0.10087241
"KP759686",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","01/11/2014",11,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.021133505,1.118252181,0.203947368,0.263157895,0.075972374,1.145471601,0.797154862,0.04525627,0.055252635,0.390728477,0.46130031,0.2,0.075790622,0.753972661,0.897045073,0.046710287,0.013631407,0.923520533,0.941195135,1.019040326,1.290832657,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.554531803,0.222910217,0.602643184,0.01653944,0.99174134,0.051799346,0.383386581,0.815039837,0.054889131,0.054162123,0.050163577,0.01653944,1.321271631,0.179930796,0.576524809,0.237410072,1.067311195,0.970333102,0.576340085,0.10087241
